# Monthly wet deposition fluxes (ng/m2/d). Data provided by O. Travnikov, Global Mercury Assessment 2018
# SiteID,Lat,Lon,Month,Year,Concentration
GES,39.5136,-98.3403,12,2015,0.114424E+02
GNL,42.5792,-88.5006,1,2015,0.161191E+01
GNL,42.5792,-88.5006,2,2015,0.156340E+02
GNL,42.5792,-88.5006,3,2015,0.130227E+02
GNL,42.5792,-88.5006,4,2015,0.460936E+02
GNL,42.5792,-88.5006,5,2015,0.279351E+02
GNL,42.5792,-88.5006,6,2015,0.592632E+02
GNL,42.5792,-88.5006,7,2015,0.326144E+02
GNL,42.5792,-88.5006,8,2015,0.242935E+02
GNL,42.5792,-88.5006,9,2015,0.413336E+02
GNL,42.5792,-88.5006,10,2015,0.810967E+01
GNL,42.5792,-88.5006,11,2015,0.341400E+02
GNL,42.5792,-88.5006,12,2015,0.205579E+02
GNS,53.3016,-114.2016,1,2015,0.428331E+01
GNS,53.3016,-114.2016,2,2015,0.506622E+01
GNS,53.3016,-114.2016,3,2015,0.177867E+01
GNS,53.3016,-114.2016,4,2015,0.225804E+02
GNS,53.3016,-114.2016,5,2015,0.568140E+01
GNS,53.3016,-114.2016,6,2015,0.270248E+02
GNS,53.3016,-114.2016,7,2015,0.232140E+02
GNS,53.3016,-114.2016,8,2015,0.109717E+02
GNS,53.3016,-114.2016,9,2015,0.133349E+02
GNS,53.3016,-114.2016,10,2015,0.696608E+01
GNS,53.3016,-114.2016,11,2015,0.476148E+01
GNS,53.3016,-114.2016,12,2015,0.479848E+00
GNV,45.4891,-69.6647,1,2015,0.123101E+02
GNV,45.4891,-69.6647,2,2015,0.341701E+01
GNV,45.4891,-69.6647,3,2015,0.811940E+01
GNV,45.4891,-69.6647,4,2015,0.169937E+02
GNV,45.4891,-69.6647,5,2015,0.204301E+02
GNV,45.4891,-69.6647,6,2015,0.225662E+02
GNV,45.4891,-69.6647,7,2015,0.379479E+02
GNV,45.4891,-69.6647,8,2015,0.278726E+02
GNV,45.4891,-69.6647,9,2015,0.139566E+02
GNV,45.4891,-69.6647,10,2015,0.105455E+02
GNV,45.4891,-69.6647,11,2015,0.535346E+01
GNV,45.4891,-69.6647,12,2015,0.156133E+02
GSM,35.6645,-83.5903,1,2015,0.140531E+02
GSM,35.6645,-83.5903,2,2015,0.146792E+02
GSM,35.6645,-83.5903,3,2015,0.292926E+02
GSM,35.6645,-83.5903,4,2015,0.360240E+02
GSM,35.6645,-83.5903,5,2015,0.257472E+02
GSM,35.6645,-83.5903,6,2015,0.580423E+02
GSM,35.6645,-83.5903,7,2015,0.589586E+02
GSM,35.6645,-83.5903,8,2015,0.775135E+01
GSM,35.6645,-83.5903,9,2015,0.204973E+02
GSM,35.6645,-83.5903,10,2015,0.221066E+02
GSM,35.6645,-83.5903,11,2015,0.164036E+02
GSM,35.6645,-83.5903,12,2015,0.112914E+03
HLC,41.8043,-77.1903,1,2015,0.939288E+01
HLC,41.8043,-77.1903,2,2015,0.112439E+02
HLC,41.8043,-77.1903,3,2015,0.146092E+02
HLC,41.8043,-77.1903,4,2015,0.254222E+02
HLC,41.8043,-77.1903,5,2015,0.190796E+02
HLC,41.8043,-77.1903,6,2015,0.346623E+02
HLC,41.8043,-77.1903,7,2015,0.297320E+02
HLC,41.8043,-77.1903,8,2015,0.123664E+02
HLC,41.8043,-77.1903,9,2015,0.106471E+02
HLC,41.8043,-77.1903,10,2015,0.987877E+01
HLC,41.8043,-77.1903,11,2015,0.701091E+01
HLC,41.8043,-77.1903,12,2015,0.124470E+02
HRM,43.466,-88.621,1,2015,0.385267E+01
HRM,43.466,-88.621,2,2015,0.232178E+01
HRM,43.466,-88.621,3,2015,0.368134E+01
HRM,43.466,-88.621,4,2015,0.641896E+02
HRM,43.466,-88.621,5,2015,0.265528E+02
HRM,43.466,-88.621,6,2015,0.317796E+02
HRM,43.466,-88.621,7,2015,0.720103E+02
HRM,43.466,-88.621,8,2015,0.200569E+02
HRM,43.466,-88.621,9,2015,0.322764E+02
HRM,43.466,-88.621,10,2015,0.944242E+01
HRM,43.466,-88.621,11,2015,0.154657E+02
HRM,43.466,-88.621,12,2015,0.153045E+02
HTW,43.9731,-74.2231,1,2015,0.340045E+01
HTW,43.9731,-74.2231,2,2015,0.550066E+01
HTW,43.9731,-74.2231,3,2015,0.588669E+01
HTW,43.9731,-74.2231,4,2015,0.147261E+02
HTW,43.9731,-74.2231,5,2015,0.171651E+02
HTW,43.9731,-74.2231,6,2015,0.379685E+02
HTW,43.9731,-74.2231,7,2015,0.129016E+02
HTW,43.9731,-74.2231,8,2015,0.103781E+02
HTW,43.9731,-74.2231,9,2015,0.928657E+01
HTW,43.9731,-74.2231,10,2015,0.123447E+02
HTW,43.9731,-74.2231,11,2015,0.535310E+01
HTW,43.9731,-74.2231,12,2015,0.104228E+02
IDN,41.6318,-87.0881,1,2015,0.602138E+01
IDN,41.6318,-87.0881,2,2015,0.123534E+02
IDN,41.6318,-87.0881,3,2015,0.658118E+01
IDN,41.6318,-87.0881,4,2015,0.282390E+02
IDN,41.6318,-87.0881,5,2015,0.310361E+02
IDN,41.6318,-87.0881,6,2015,0.619782E+02
IDN,41.6318,-87.0881,7,2015,0.549595E+02
IDN,41.6318,-87.0881,8,2015,0.873536E+01
IDN,41.6318,-87.0881,9,2015,0.433307E+02
IDN,41.6318,-87.0881,10,2015,0.617305E+01
IDN,41.6318,-87.0881,11,2015,0.148867E+02
IDN,41.6318,-87.0881,12,2015,0.227400E+02
KEF,41.5978,-78.7675,1,2015,0.143824E+02
KEF,41.5978,-78.7675,2,2015,0.153641E+02
KEF,41.5978,-78.7675,3,2015,0.230250E+02
KEF,41.5978,-78.7675,4,2015,0.489597E+02
KEF,41.5978,-78.7675,5,2015,0.226186E+02
KEF,41.5978,-78.7675,6,2015,0.439600E+02
KEF,41.5978,-78.7675,7,2015,0.209597E+02
KEF,41.5978,-78.7675,8,2015,0.897539E+01
KEF,41.5978,-78.7675,9,2015,0.176583E+02
KEF,41.5978,-78.7675,10,2015,0.175932E+02
KEF,41.5978,-78.7675,11,2015,0.153901E+02
KEF,41.5978,-78.7675,12,2015,0.366084E+02
KEJ,44.4328,-65.2056,1,2015,0.923436E+01
KEJ,44.4328,-65.2056,2,2015,0.163668E+02
KEJ,44.4328,-65.2056,3,2015,0.113293E+02
KEJ,44.4328,-65.2056,4,2015,0.175154E+02
KEJ,44.4328,-65.2056,5,2015,0.377693E+02
KEJ,44.4328,-65.2056,6,2015,0.357996E+02
KEJ,44.4328,-65.2056,7,2015,0.131850E+02
KEJ,44.4328,-65.2056,8,2015,0.239576E+02
KEJ,44.4328,-65.2056,9,2015,0.177110E+02
KEJ,44.4328,-65.2056,10,2015,0.172589E+02
KEJ,44.4328,-65.2056,11,2015,0.179133E+02
KEJ,44.4328,-65.2056,12,2015,0.169917E+02
KLG,42.4103,-85.3928,1,2015,0.168556E+02
KLG,42.4103,-85.3928,2,2015,0.986796E+01
KLG,42.4103,-85.3928,3,2015,0.492649E+01
KLG,42.4103,-85.3928,4,2015,0.308510E+02
KLG,42.4103,-85.3928,5,2015,0.264922E+02
KLG,42.4103,-85.3928,6,2015,0.857776E+02
KLG,42.4103,-85.3928,7,2015,0.508358E+02
KLG,42.4103,-85.3928,8,2015,0.323553E+02
KLG,42.4103,-85.3928,9,2015,0.219453E+02
KLG,42.4103,-85.3928,10,2015,0.891934E+01
KLG,42.4103,-85.3928,11,2015,0.134688E+02
KLG,42.4103,-85.3928,12,2015,0.135026E+02
LBT,44.237,-95.3011,1,2015,0.162877E+02
LBT,44.237,-95.3011,2,2015,0.864573E+01
LBT,44.237,-95.3011,3,2015,0.233133E+01
LBT,44.237,-95.3011,4,2015,0.147102E+02
LBT,44.237,-95.3011,5,2015,0.254947E+02
LBT,44.237,-95.3011,6,2015,0.109904E+03
LBT,44.237,-95.3011,7,2015,0.344165E+02
LBT,44.237,-95.3011,8,2015,0.211272E+02
LBT,44.237,-95.3011,9,2015,0.212969E+02
LBT,44.237,-95.3011,10,2015,0.552178E+01
LBT,44.237,-95.3011,11,2015,0.161911E+02
LBT,44.237,-95.3011,12,2015,0.744146E+01
LDR,40.6575,-77.9397,1,2015,0.830910E+01
LDR,40.6575,-77.9397,2,2015,0.911876E+01
LDR,40.6575,-77.9397,3,2015,0.171460E+02
LDR,40.6575,-77.9397,4,2015,0.268650E+02
LDR,40.6575,-77.9397,5,2015,0.223321E+02
LDR,40.6575,-77.9397,6,2015,0.513465E+02
LDR,40.6575,-77.9397,7,2015,0.545871E+02
LDR,40.6575,-77.9397,8,2015,0.678599E+01
LDR,40.6575,-77.9397,9,2015,0.176312E+02
LDR,40.6575,-77.9397,10,2015,0.102638E+02
LDR,40.6575,-77.9397,11,2015,0.117833E+02
LDR,40.6575,-77.9397,12,2015,0.179138E+02
LEC,47.158,-94.1509,1,2015,0.159815E+01
LEC,47.158,-94.1509,2,2015,0.186429E+01
LEC,47.158,-94.1509,3,2015,0.751469E+01
LEC,47.158,-94.1509,4,2015,0.285764E+01
LEC,47.158,-94.1509,5,2015,0.222094E+02
LEC,47.158,-94.1509,6,2015,0.178974E+02
LEC,47.158,-94.1509,7,2015,0.374260E+02
LEC,47.158,-94.1509,8,2015,0.134623E+02
LEC,47.158,-94.1509,9,2015,0.347665E+00
LEC,47.158,-94.1509,10,2015,0.969716E+01
LEC,47.158,-94.1509,11,2015,0.401683E+01
LEC,47.158,-94.1509,12,2015,0.304005E+01
LMR,34.1033,-97.0708,1,2015,0.665883E+01
LMR,34.1033,-97.0708,2,2015,0.120933E+02
LMR,34.1033,-97.0708,3,2015,0.275005E+02
LMR,34.1033,-97.0708,4,2015,0.671340E+02
LMR,34.1033,-97.0708,5,2015,0.153632E+03
LMR,34.1033,-97.0708,6,2015,0.556819E+02
LMR,34.1033,-97.0708,7,2015,0.325819E+02
LMR,34.1033,-97.0708,8,2015,0.297867E+01
LMR,34.1033,-97.0708,9,2015,0.563650E+01
LMR,34.1033,-97.0708,10,2015,0.143426E+01
LMR,34.1033,-97.0708,11,2015,0.398324E+02
LMR,34.1033,-97.0708,12,2015,0.310507E+02
LNV,32.3786,-94.7117,1,2015,0.192279E+02
LNV,32.3786,-94.7117,2,2015,0.233471E+02
LNV,32.3786,-94.7117,3,2015,0.384579E+02
LNV,32.3786,-94.7117,4,2015,0.561315E+02
LNV,32.3786,-94.7117,5,2015,0.881598E+02
LNV,32.3786,-94.7117,6,2015,0.932604E+02
LNV,32.3786,-94.7117,7,2015,0.227129E+01
LNV,32.3786,-94.7117,8,2015,0.145468E+02
LNV,32.3786,-94.7117,9,2015,0.224533E+01
LNV,32.3786,-94.7117,10,2015,0.440286E+02
LNV,32.3786,-94.7117,11,2015,0.104983E+03
LNV,32.3786,-94.7117,12,2015,0.272775E+02
LTP,41.3639,-77.3561,1,2015,0.265148E+02
LTP,41.3639,-77.3561,2,2015,0.147475E+02
LTP,41.3639,-77.3561,3,2015,0.121519E+02
LTP,41.3639,-77.3561,4,2015,0.854699E+02
LTP,41.3639,-77.3561,5,2015,0.195009E+02
LTP,41.3639,-77.3561,6,2015,0.345377E+02
LTP,41.3639,-77.3561,7,2015,0.329433E+02
LTP,41.3639,-77.3561,8,2015,0.157508E+02
LTP,41.3639,-77.3561,9,2015,0.164812E+02
LTP,41.3639,-77.3561,10,2015,0.856674E+01
LTP,41.3639,-77.3561,11,2015,0.663657E+01
LTP,41.3639,-77.3561,12,2015,0.120335E+02
MED,41.1528,-96.4912,1,2015,0.196830E+01
MED,41.1528,-96.4912,2,2015,0.118810E+01
MED,41.1528,-96.4912,3,2015,0.121353E+02
MED,41.1528,-96.4912,4,2015,0.495454E+02
MED,41.1528,-96.4912,5,2015,0.540023E+02
MED,41.1528,-96.4912,6,2015,0.109759E+03
MED,41.1528,-96.4912,7,2015,0.519800E+02
MED,41.1528,-96.4912,8,2015,0.702847E+02
MED,41.1528,-96.4912,9,2015,0.433047E+02
MED,41.1528,-96.4912,10,2015,0.396491E+01
MED,41.1528,-96.4912,11,2015,0.111774E+02
MED,41.1528,-96.4912,12,2015,0.198156E+02
MEF,47.5311,-93.4686,1,2015,0.333626E+01
MEF,47.5311,-93.4686,2,2015,0.320011E+01
MEF,47.5311,-93.4686,3,2015,0.806020E+01
MEF,47.5311,-93.4686,4,2015,0.458469E+01
MEF,47.5311,-93.4686,5,2015,0.282572E+02
MEF,47.5311,-93.4686,6,2015,0.359132E+02
MEF,47.5311,-93.4686,7,2015,0.291630E+02
MEF,47.5311,-93.4686,8,2015,0.320839E+02
MEF,47.5311,-93.4686,9,2015,0.347630E+02
MEF,47.5311,-93.4686,10,2015,0.154299E+02
MEF,47.5311,-93.4686,11,2015,0.805282E+01
MEF,47.5311,-93.4686,12,2015,0.558695E+01
MFH,44.3772,-68.2608,1,2015,0.970016E+01
MFH,44.3772,-68.2608,2,2015,0.107786E+02
MFH,44.3772,-68.2608,3,2015,0.614555E+01
MFH,44.3772,-68.2608,4,2015,0.173065E+02
MFH,44.3772,-68.2608,5,2015,0.131973E+02
MFH,44.3772,-68.2608,6,2015,0.270979E+02
MFH,44.3772,-68.2608,7,2015,0.789305E+01
MFH,44.3772,-68.2608,8,2015,0.735184E+01
MFH,44.3772,-68.2608,9,2015,0.901938E+01
MFH,44.3772,-68.2608,10,2015,0.161082E+02
MFH,44.3772,-68.2608,11,2015,0.114766E+02
MFH,44.3772,-68.2608,12,2015,0.141514E+02
MGC,34.3154,-95.8893,1,2015,0.999682E+01
MGC,34.3154,-95.8893,2,2015,0.131095E+02
MGC,34.3154,-95.8893,3,2015,0.324402E+02
MGC,34.3154,-95.8893,4,2015,0.509697E+02
MGC,34.3154,-95.8893,5,2015,0.200768E+03
MGC,34.3154,-95.8893,6,2015,0.551323E+02
MGC,34.3154,-95.8893,7,2015,0.247757E+02
MGC,34.3154,-95.8893,8,2015,0.121786E+02
MGC,34.3154,-95.8893,9,2015,0.128076E+02
MGC,34.3154,-95.8893,10,2015,0.375760E+02
MGC,34.3154,-95.8893,11,2015,0.497815E+02
MGC,34.3154,-95.8893,12,2015,0.701645E+01
MKH,48.2892,-124.6519,1,2015,0.247915E+02
MKH,48.2892,-124.6519,2,2015,0.189573E+02
MKH,48.2892,-124.6519,3,2015,0.638215E+02
MKH,48.2892,-124.6519,4,2015,0.102031E+02
MKH,48.2892,-124.6519,5,2015,0.584797E+01
MKH,48.2892,-124.6519,6,2015,0.106159E+01
MKH,48.2892,-124.6519,7,2015,0.866352E+01
MKH,48.2892,-124.6519,8,2015,0.339644E+02
MKH,48.2892,-124.6519,9,2015,0.185622E+02
MKH,48.2892,-124.6519,10,2015,0.185124E+02
MKH,48.2892,-124.6519,11,2015,0.191662E+02
MKH,48.2892,-124.6519,12,2015,0.267663E+02
MLP,37.75,-107.689,1,2015,0.496320E+01
MLP,37.75,-107.689,2,2015,0.361874E+02
MLP,37.75,-107.689,3,2015,0.173730E+02
MLP,37.75,-107.689,4,2015,0.180613E+02
MLP,37.75,-107.689,5,2015,0.693682E+02
MLP,37.75,-107.689,6,2015,0.295167E+02
MLP,37.75,-107.689,7,2015,0.538241E+02
MLP,37.75,-107.689,8,2015,0.267891E+02
MLP,37.75,-107.689,9,2015,0.189322E+02
MLP,37.75,-107.689,10,2015,0.242331E+02
MLP,37.75,-107.689,11,2015,0.363999E+02
MLP,37.75,-107.689,12,2015,0.229017E+02
MLV,39.9909,-76.3856,1,2015,0.176190E+02
MLV,39.9909,-76.3856,2,2015,0.198076E+02
MLV,39.9909,-76.3856,3,2015,0.284466E+02
MLV,39.9909,-76.3856,4,2015,0.400902E+02
MLV,39.9909,-76.3856,5,2015,0.600401E+02
MLV,39.9909,-76.3856,6,2015,0.562141E+02
MLV,39.9909,-76.3856,7,2015,0.324123E+02
MLV,39.9909,-76.3856,8,2015,0.135936E+02
MLV,39.9909,-76.3856,9,2015,0.271703E+02
MLV,39.9909,-76.3856,10,2015,0.112331E+02
MLV,39.9909,-76.3856,11,2015,0.102100E+02
MLV,39.9909,-76.3856,12,2015,0.210241E+02
MMC,37.1317,-86.148,1,2015,0.942767E+01
MMC,37.1317,-86.148,2,2015,0.129865E+02
MMC,37.1317,-86.148,3,2015,0.400682E+02
MMC,37.1317,-86.148,4,2015,0.678658E+02
MMC,37.1317,-86.148,5,2015,0.271361E+02
MMC,37.1317,-86.148,6,2015,0.639390E+02
MMC,37.1317,-86.148,7,2015,0.884778E+02
MMC,37.1317,-86.148,8,2015,0.150082E+02
MMC,37.1317,-86.148,9,2015,0.841957E+01
MMC,37.1317,-86.148,10,2015,0.198751E+02
MMC,37.1317,-86.148,11,2015,0.214221E+02
MMC,37.1317,-86.148,12,2015,0.353658E+02
MNG,36.9716,-90.1433,1,2015,0.744392E+01
MNG,36.9716,-90.1433,2,2015,0.414909E+02
MNG,36.9716,-90.1433,3,2015,0.475710E+02
MNG,36.9716,-90.1433,4,2015,0.477747E+02
MNG,36.9716,-90.1433,5,2015,0.542537E+02
MNG,36.9716,-90.1433,6,2015,0.377591E+02
MNG,36.9716,-90.1433,7,2015,0.839788E+02
MNG,36.9716,-90.1433,8,2015,0.185987E+02
MNG,36.9716,-90.1433,9,2015,0.951894E+01
MNG,36.9716,-90.1433,10,2015,0.126339E+02
MNG,36.9716,-90.1433,11,2015,0.444864E+02
MNG,36.9716,-90.1433,12,2015,0.494795E+02
MVR,37.1979,-108.491,1,2015,0.784955E+01
MVR,37.1979,-108.491,2,2015,0.153234E+02
MVR,37.1979,-108.491,3,2015,0.766968E+01
MVR,37.1979,-108.491,4,2015,0.709800E+01
MVR,37.1979,-108.491,5,2015,0.602281E+02
MVR,37.1979,-108.491,6,2015,0.340357E+02
MVR,37.1979,-108.491,7,2015,0.512193E+02
MVR,37.1979,-108.491,8,2015,0.261325E+02
MVR,37.1979,-108.491,9,2015,0.132101E+02
MVR,37.1979,-108.491,10,2015,0.333058E+02
MVR,37.1979,-108.491,11,2015,0.131935E+02
MVR,37.1979,-108.491,12,2015,0.851149E+01
NAC,41.9759,-70.0241,1,2015,0.143138E+02
NAC,41.9759,-70.0241,2,2015,0.168326E+02
NAC,41.9759,-70.0241,3,2015,0.142419E+02
NAC,41.9759,-70.0241,4,2015,0.152978E+02
NAC,41.9759,-70.0241,5,2015,0.927303E+01
NAC,41.9759,-70.0241,6,2015,0.106066E+02
NAC,41.9759,-70.0241,7,2015,0.126409E+02
NAC,41.9759,-70.0241,8,2015,0.100782E+02
NAC,41.9759,-70.0241,9,2015,0.835753E+01
NAC,41.9759,-70.0241,10,2015,0.119055E+02
NAC,41.9759,-70.0241,11,2015,0.137331E+02
NAC,41.9759,-70.0241,12,2015,0.148903E+02
NBW,40.4728,-74.4226,1,2015,0.986748E+01
NBW,40.4728,-74.4226,2,2015,0.952025E+01
NBW,40.4728,-74.4226,3,2015,0.323537E+02
NBW,40.4728,-74.4226,4,2015,0.158848E+02
NBW,40.4728,-74.4226,5,2015,0.327758E+02
NBW,40.4728,-74.4226,6,2015,0.436346E+02
NBW,40.4728,-74.4226,7,2015,0.193080E+02
NBW,40.4728,-74.4226,8,2015,0.990137E+01
NBW,40.4728,-74.4226,9,2015,0.986909E+01
NBW,40.4728,-74.4226,10,2015,0.124706E+02
NBW,40.4728,-74.4226,11,2015,0.757597E+01
NBW,40.4728,-74.4226,12,2015,0.143268E+02
OFN,30.7404,-82.1283,1,2015,0.227216E+02
OFN,30.7404,-82.1283,2,2015,0.280058E+02
OFN,30.7404,-82.1283,3,2015,0.160025E+02
OFN,30.7404,-82.1283,4,2015,0.340081E+02
OFN,30.7404,-82.1283,5,2015,0.406305E+02
OFN,30.7404,-82.1283,6,2015,0.660559E+02
OFN,30.7404,-82.1283,7,2015,0.111256E+03
OFN,30.7404,-82.1283,8,2015,0.583016E+02
OFN,30.7404,-82.1283,9,2015,0.213852E+02
OFN,30.7404,-82.1283,10,2015,0.674788E+01
OFN,30.7404,-82.1283,11,2015,0.101797E+02
OFN,30.7404,-82.1283,12,2015,0.111840E+02
OKG,30.9849,-88.9321,1,2015,0.189959E+02
OKG,30.9849,-88.9321,2,2015,0.201774E+02
OKG,30.9849,-88.9321,3,2015,0.344140E+02
OKG,30.9849,-88.9321,4,2015,0.535967E+02
OKG,30.9849,-88.9321,5,2015,0.101339E+03
OKG,30.9849,-88.9321,6,2015,0.740411E+02
OKG,30.9849,-88.9321,7,2015,0.551268E+02
OKG,30.9849,-88.9321,8,2015,0.630429E+02
OKG,30.9849,-88.9321,9,2015,0.139545E+02
OKG,30.9849,-88.9321,10,2015,0.277693E+02
OKG,30.9849,-88.9321,11,2015,0.341780E+02
OKG,30.9849,-88.9321,12,2015,0.564761E+02
PNY,39.7053,-79.0122,1,2015,0.805609E+01
PNY,39.7053,-79.0122,2,2015,0.724103E+01
PNY,39.7053,-79.0122,3,2015,0.154893E+02
PNY,39.7053,-79.0122,4,2015,0.261720E+02
PNY,39.7053,-79.0122,5,2015,0.208383E+02
PNY,39.7053,-79.0122,6,2015,0.554125E+02
PNY,39.7053,-79.0122,7,2015,0.174205E+02
PNY,39.7053,-79.0122,8,2015,0.144837E+02
PNY,39.7053,-79.0122,9,2015,0.106350E+02
PNY,39.7053,-79.0122,10,2015,0.928659E+01
PNY,39.7053,-79.0122,11,2015,0.114841E+02
PNY,39.7053,-79.0122,12,2015,0.103345E+02
PSC,30.5499,-87.375,1,2015,0.343955E+02
PSC,30.5499,-87.375,2,2015,0.178242E+02
PSC,30.5499,-87.375,3,2015,0.135253E+02
PSC,30.5499,-87.375,4,2015,0.651792E+02
PSC,30.5499,-87.375,5,2015,0.485183E+02
PSC,30.5499,-87.375,6,2015,0.781175E+02
PSC,30.5499,-87.375,7,2015,0.504552E+02
PSC,30.5499,-87.375,8,2015,0.619517E+02
PSC,30.5499,-87.375,9,2015,0.452754E+01
PSC,30.5499,-87.375,10,2015,0.297149E+02
PSC,30.5499,-87.375,11,2015,0.310549E+02
PSC,30.5499,-87.375,12,2015,0.443687E+02
PTW,45.5648,-88.8083,1,2015,0.478736E+01
PTW,45.5648,-88.8083,2,2015,0.366198E+01
PTW,45.5648,-88.8083,3,2015,0.417531E+01
PTW,45.5648,-88.8083,4,2015,0.329729E+02
PTW,45.5648,-88.8083,5,2015,0.217525E+02
PTW,45.5648,-88.8083,6,2015,0.311099E+02
PTW,45.5648,-88.8083,7,2015,0.194293E+02
PTW,45.5648,-88.8083,8,2015,0.228084E+02
PTW,45.5648,-88.8083,9,2015,0.185160E+02
PTW,45.5648,-88.8083,10,2015,0.487318E+01
PTW,45.5648,-88.8083,11,2015,0.738025E+01
PTW,45.5648,-88.8083,12,2015,0.110403E+02
RCS,43.1463,-77.5482,1,2015,0.226876E+02
RCS,43.1463,-77.5482,2,2015,0.248385E+02
RCS,43.1463,-77.5482,3,2015,0.855331E+01
RCS,43.1463,-77.5482,4,2015,0.226488E+02
RCS,43.1463,-77.5482,5,2015,0.308147E+02
RCS,43.1463,-77.5482,6,2015,0.377910E+02
RCS,43.1463,-77.5482,7,2015,0.192302E+02
RCS,43.1463,-77.5482,8,2015,0.133025E+02
RCS,43.1463,-77.5482,9,2015,0.130998E+02
RCS,43.1463,-77.5482,10,2015,0.195701E+02
RCS,43.1463,-77.5482,11,2015,0.511871E+01
RCS,43.1463,-77.5482,12,2015,0.127886E+02
RSR,39.9792,-95.5681,1,2015,0.251523E+01
RSR,39.9792,-95.5681,2,2015,0.477729E+01
RSR,39.9792,-95.5681,3,2015,0.358566E+02
RSR,39.9792,-95.5681,4,2015,0.323300E+02
RSR,39.9792,-95.5681,5,2015,0.548788E+02
RSR,39.9792,-95.5681,6,2015,0.157958E+03
RSR,39.9792,-95.5681,7,2015,0.771890E+02
RSR,39.9792,-95.5681,8,2015,0.173365E+02
RSR,39.9792,-95.5681,9,2015,0.423453E+02
RSR,39.9792,-95.5681,10,2015,0.376126E+01
RSR,39.9792,-95.5681,11,2015,0.185067E+02
RSR,39.9792,-95.5681,12,2015,0.245472E+02
SEQ,36.5661,-118.778,1,2015,0.191389E+01
SEQ,36.5661,-118.778,2,2015,0.337017E+02
SEQ,36.5661,-118.778,3,2015,0.234255E+01
SEQ,36.5661,-118.778,4,2015,0.113458E+02
SEQ,36.5661,-118.778,5,2015,0.115275E+02
SEQ,36.5661,-118.778,6,2015,0.689998E+02
SEQ,36.5661,-118.778,7,2015,0.486153E+02
SEQ,36.5661,-118.778,8,2015,0.119889E+01
SEQ,36.5661,-118.778,9,2015,0.367469E+01
SEQ,36.5661,-118.778,10,2015,0.357255E+02
SEQ,36.5661,-118.778,11,2015,0.152312E+02
SEQ,36.5661,-118.778,12,2015,0.153213E+02
SLC,40.7118,-111.9609,1,2015,0.899028E+01
SLC,40.7118,-111.9609,2,2015,0.568067E+01
SLC,40.7118,-111.9609,3,2015,0.534910E+01
SLC,40.7118,-111.9609,4,2015,0.293911E+02
SLC,40.7118,-111.9609,5,2015,0.318356E+02
SLC,40.7118,-111.9609,6,2015,0.121476E+02
SLC,40.7118,-111.9609,7,2015,0.606254E+02
SLC,40.7118,-111.9609,8,2015,0.133872E+02
SLC,40.7118,-111.9609,9,2015,0.184933E+02
SLC,40.7118,-111.9609,10,2015,0.983124E+01
SLC,40.7118,-111.9609,11,2015,0.811799E+01
SLC,40.7118,-111.9609,12,2015,0.138051E+02
SNH,38.5231,-78.4348,1,2015,0.935524E+01
SNH,38.5231,-78.4348,2,2015,0.952667E+01
SNH,38.5231,-78.4348,3,2014,0.160914E+02
SNH,38.5231,-78.4348,4,2015,0.274728E+02
SNH,38.5231,-78.4348,5,2015,0.193819E+02
SNH,38.5231,-78.4348,6,2015,0.278743E+02
SNH,38.5231,-78.4348,7,2015,0.192347E+02
SNH,38.5231,-78.4348,8,2015,0.101434E+02
SNH,38.5231,-78.4348,9,2015,0.467834E+02
SNH,38.5231,-78.4348,10,2015,0.263914E+02
SNH,38.5231,-78.4348,11,2015,0.157272E+02
SNH,38.5231,-78.4348,12,2015,0.147771E+02
SPA,38.7408,-87.4855,1,2015,0.116287E+02
SPA,38.7408,-87.4855,2,2015,0.810808E+01
SPA,38.7408,-87.4855,3,2015,0.404011E+02
SPA,38.7408,-87.4855,4,2015,0.466340E+02
SPA,38.7408,-87.4855,5,2015,0.242617E+02
SPA,38.7408,-87.4855,6,2015,0.924145E+02
SPA,38.7408,-87.4855,7,2015,0.223002E+02
SPA,38.7408,-87.4855,8,2015,0.826479E+01
SPA,38.7408,-87.4855,9,2015,0.214346E+02
SPA,38.7408,-87.4855,10,2015,0.863401E+01
SPA,38.7408,-87.4855,11,2015,0.338303E+02
SPA,38.7408,-87.4855,12,2015,0.406877E+02
SPI,31.3961,-81.2811,1,2015,0.405143E+01
SPI,31.3961,-81.2811,2,2015,0.196835E+02
SPI,31.3961,-81.2811,3,2015,0.162782E+02
SPI,31.3961,-81.2811,4,2015,0.374016E+02
SPI,31.3961,-81.2811,5,2015,0.146117E+02
SPI,31.3961,-81.2811,6,2015,0.958631E+02
SPI,31.3961,-81.2811,7,2015,0.297843E+02
SPI,31.3961,-81.2811,8,2015,0.563559E+02
SPI,31.3961,-81.2811,9,2015,0.395581E+02
SPI,31.3961,-81.2811,10,2015,0.172313E+01
SPI,31.3961,-81.2811,11,2015,0.131646E+02
SPI,31.3961,-81.2811,12,2015,0.457380E+01
SPV,48.5614,-58.5656,1,2015,0.131291E+02
SPV,48.5614,-58.5656,2,2015,0.169613E+02
SPV,48.5614,-58.5656,3,2015,0.205666E+02
SPV,48.5614,-58.5656,4,2015,0.151324E+02
SPV,48.5614,-58.5656,5,2015,0.208159E+02
SPV,48.5614,-58.5656,6,2015,0.217741E+02
SPV,48.5614,-58.5656,7,2015,0.121441E+02
SPV,48.5614,-58.5656,8,2015,0.242434E+02
